index,ERCZO ID,Original Sample Vial Label,Date Collected,Time Collected,Site,Location,Sample Type,Sample Type II,Sample Type III,Tree tag,Tree tag 2,Species (common),Species (scientific),Well water level (m),Depth (m),Depth (cm),Depth (ft),Gravimetric moisture content (g/g),Collected by,Notes,Exclude?,dD Instrument,dO Instrument,HD run ID,dD,GB run ID,dO,Adjacent well groundwater depth at time of sampling (m),Energetic State,Date collection started,Time collection started,"(obsolete, miscalculated) Gravimetric moisture content (g/g)","(obsolete, miscalculated) Gravimetric moisture content (g/g).1"
2424,2425.0,Sage 501 2017/10/09 16:30,2017-10-09,16:30,Sagehorn,W501,Water,Well water,,,,,,,,,,,MW,,,,,HD527,-50.5,GB699,-7.75,,,,,,
2425,2426.0,Sage 502 2017/10/09 15:15 MW,2017-10-09,15:15,Sagehorn,W502,Water,Well water,,,,,,,,,,,MW,,,,,HD527,-47.8,GB699,-7.36,,,,,,
2426,2427.0,"Sagehorn Well 506 2017/10/13 10:34 AD, MW",2017-10-13,10:34,Sagehorn,W506,Water,Well water,,,,,,,,,,,"MW, AD",,,,,HD527,-43.2,GB699,-6.61,,,,,,
2428,2429.0,"Sage 507 2017/10/13 11:45 MW, AD",2017-10-13,11:45,Sagehorn,W507,Water,Well water,,,,,,,,,,,"MW, AD",,,,,HD527,-45.2,GB699,-7.1,,,,,,
2439,2440.0,Dry Ck 2017/11/11 10:55 0.34m WJH,2017-11-11,10:55,Sagehorn,Dry Creek,Water,Stream water,,,,,,,,34,,,WJH,,,,,HD527,-33.0,GB699,-5.83,,,,,,
2440,2441.0,MS-4 2017/11/11 12:47 WJH,2017-11-11,12:47,Sagehorn,MS4,Water,Well water,,,,,,,,,,,WJH,,,,,HD527,-28.0,GB699,-5.23,,,,,,
2441,2442.0,Dry Ck 2017/11/11 15:15 WJH 0.33m,2017-11-11,15:15,Sagehorn,Dry Creek,Water,Stream water,,,,,,,,33,,,WJH,,,,,HD527,-33.3,GB699,-5.89,,,,,,
2442,2443.0,10/21/17 800,2017-10-21,8:00,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,HD527,-44.5,GB699,-7.65,,,,,,
2452,2453.0,11/4/17 900,2017-11-04,9:00,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,HD527,-22.3,GB699,-5.28,,,,,,
2453,2454.0,11/9/17 700,2017-11-09,7:00,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,HD527,-27.5,GB699,-6.33,,,,,,
2454,2455.0,11/10/17 700,2017-11-10,7:00,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,HD527,-29.3,GB699,-6.24,,,,,,
2455,2456.0,11/11/17 900,2017-11-11,9:00,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,HD527,-35.2,GB699,-6.51,,,,,,
2456,2457.0,11/13/17 800,2017-11-13,8:00,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,HD527,-25.5,GB699,-6.55,,,,,,
2696,2697.0,1/18/18 730,2018-01-18,7:30,Sagehorn,,Water,Rain,,,,,,,,,,,WJH,,,,,HD532,-22.1,GB704,-3.46,,,,,,
2697,2698.0,1/20/18 730,2018-01-20,7:30,Sagehorn,,Water,Rain,,,,,,,,,,,WJH,,,,,HD532,-26.8,GB704,-6.2,,,,,,
2698,2699.0,3/15/18 800,2018-03-15,8:00,Sagehorn,,Water,Rain,,,,,,,,,,,WJH,,,,,HD532,-83.2,GB704,-12.66,,,,,,
2699,2700.0,3/9/18 530,2018-03-09,5:30,Sagehorn,,Water,Rain,,,,,,,,,,,WJH,,,,,HD532,-13.0,GB704,-3.11,,,,,,
2700,2701.0,3/22/18 1100,2018-03-22,11:00,Sagehorn,,Water,Rain,,,,,,,,,,,WJH,,,,,HD532,-39.8,GB704,-6.5,,,,,,
2701,2702.0,1/22/18 730,2018-01-22,7:30,Sagehorn,,Water,Rain,,,,,,,,,,,WJH,,,,,HD532,-67.6,GB704,-10.47,,,,,,
2702,2703.0,1/26/18 600,2018-01-26,6:00,Sagehorn,,Water,Rain,,,,,,,,,,,WJH,,,,,HD533,-63.3,GB705,-10.29,,,,,,
2703,2704.0,3/2/18 530,2018-03-02,5:30,Sagehorn,,Water,Rain,,,,,,,,,,,WJH,,,,,HD533,-31.1,GB705,-6.14,,,,,,
2704,2705.0,3/8/18 700,2018-03-08,7:00,Sagehorn,,Water,Rain,,,,,,,,,,,WJH,,,,,HD533,-34.1,GB705,-5.61,,,,,,
2705,2706.0,3/3/18 700,2018-03-03,7:00,Sagehorn,,Water,Rain,,,,,,,,,,,WJH,,,,,HD533,-46.6,GB705,-8.73,,,,,,
2706,2707.0,3/16/18 730,2018-03-16,7:30,Sagehorn,,Water,Rain,,,,,,,,,,,WJH,,,,,HD533,-58.7,GB705,-8.92,,,,,,
2707,2708.0,3/10/18 700,2018-03-10,7:00,Sagehorn,,Water,Rain,,,,,,,,,,,WJH,,,,,HD533,-26.7,GB705,-5.37,,,,,,
2708,2709.0,3/14/18 630,2018-03-14,6:30,Sagehorn,,Water,Rain,,,,,,,,,,,WJH,,,,,HD533,-31.4,GB705,-6.05,,,,,,
2709,2710.0,3/25/18 730,2018-03-25,7:30,Sagehorn,,Water,Rain,,,,,,,,,,,WJH,,,,,HD533,-50.1,GB705,-9.45,,,,,,
2710,2711.0,1/28/18 800,2018-01-28,8:00,Sagehorn,,Water,Rain,,,,,,,,,,,WJH,,,,,HD533,-17.8,GB705,-5.04,,,,,,
2711,2712.0,3/21/18 800,2018-03-21,8:00,Sagehorn,,Water,Rain,,,,,,,,,,,WJH,,,,,HD533,-84.6,GB705,-11.57,,,,,,
2712,2713.0,3/4/18 1400,2018-03-04,14:00,Sagehorn,,Water,Rain,,,,,,,,,,,WJH,,,,,HD533,-78.7,GB705,-11.78,,,,,,
2713,2714.0,3/24/18 1130,2018-03-20,11:30,Sagehorn,,Water,Rain,,,,,,,,,,,WJH,,,,,HD533,-26.7,GB705,-5.35,,,,,,
2714,2715.0,3/13/18 530,2018-03-13,5:30,Sagehorn,,Water,Rain,,,,,,,,,,,WJH,,,,,HD533,-45.6,GB705,-6.74,,,,,,
2715,2716.0,1/25/18 700,2018-01-25,7:00,Sagehorn,,Water,Rain,,,,,,,,,,,WJH,,,,,HD533,-42.9,GB705,-7.41,,,,,,
2716,2717.0,1/16/2018 700,2018-01-16,7:00,Sagehorn,,Water,Rain,,,,,,,,,,,WJH,,,,,HD533,-43.6,GB705,-6.15,,,,,,
2717,2718.0,1/19/18 700,2018-01-19,7:00,Sagehorn,,Water,Rain,,,,,,,,,,,WJH,,,,,HD533,-22.3,GB705,-4.38,,,,,,
2718,2719.0,3/1/18 530,2018-03-01,5:30,Sagehorn,,Water,Rain,,,,,,,,,,,WJH,,,,,HD533,-56.0,GB705,-8.44,,,,,,
2719,2720.0,3/17/18 1100,2018-03-17,11:00,Sagehorn,,Water,Rain,,,,,,,,,,,WJH,,,,,HD533,-60.6,GB705,-9.31,,,,,,
2720,2721.0,1/12/18 600,2018-01-12,6:00,Sagehorn,,Water,Rain,,,,,,,,,,,WJH,,,,,HD533,-34.3,GB705,-5.41,,,,,,
2890,2891.0,4/16/18 800,2018-04-16,8:00,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,HD537,-47.9,GB708,-7.9,,,,,,
2891,2892.0,4/28/18 700,2018-04-28,7:00,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,HD537,-42.2,GB708,-7.12,,,,,,
2892,2893.0,5/26/18 530,2018-05-26,5:30,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,HD537,-43.8,GB708,-6.38,,,,,,
2893,2894.0,4/17/18 530,2018-04-17,5:30,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,HD537,-30.0,GB708,-10.61,,,,,,
2894,2895.0,4/7/18 700,2018-04-07,7:00,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,HD537,-43.3,GB708,-6.19,,,,,,
2895,2896.0,4/8/18 800,2018-04-08,8:00,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,HD537,-40.8,GB708,-6.48,,,,,,
2896,2897.0,4/29/18 700,2018-04-29,7:00,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,HD537,-23.6,GB708,-4.55,,,,,,
2897,2898.0,4/12/18 700,2018-04-12,7:00,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,HD538,-25.6,GB709,-5.2,,,,,,
2898,2899.0,4/6/18 530,2018-04-06,5:30,Sagehorn,,Water,Rain,,,,,,,,,,,,,,,,HD538,-69.7,GB709,-9.71,,,,,,
2911,2912.0,SAGE 166 2018-06-08 WJH,2018-06-08,,Sagehorn,T166/NT ADJ,Tree,Stem,,166.0,,Oregon white (Garry) oak,QUGA,,,,,,WJH,,,,,HD538,-56.7,GB709,-7.14,,,,,,
2920,2921.0,SAGE T5 WJH 2018-08-08 15:10,2018-08-08,15:10,Sagehorn,T5/206,Tree,Stem,,5.0,,Oregon white (Garry) oak,QUGA,,,,,,WJH,,,,,HD538,-61.1,GB709,-8.32,,,,,,
2929,2930.0,SAGE T4 2018-08-08 15:05 WJH,2018-08-08,15:05,Sagehorn,T4/205,Tree,Stem,,4.0,,Oregon white (Garry) oak,QUGA,,,,,,WJH,,,,,HD538,-61.8,GB709,-8.12,,,,,,
2938,2939.0,SAGE T3 2018-08-08 15:00 WJH,2018-08-08,15:00,Sagehorn,T3/204,Tree,Stem,,3.0,,Oregon white (Garry) oak,QUGA,,,,,,WJH,,,,,HD538,-58.6,GB709,-7.61,,,,,,
2947,2948.0,SAGE T1 WJH 2018-08-08 14:55,2018-08-08,14:55,Sagehorn,T1/207,Tree,Stem,,1.0,,Oregon white (Garry) oak,QUGA,,,,,,WJH,,,,,HD538,-58.2,GB709,-8.02,,,,,,
2956,2957.0,SAGE T166 WJH 2018-08-08 15:55,2018-08-08,15:55,Sagehorn,T166/NT ADJ,Tree,Tree core,,166.0,,Oregon white (Garry) oak,QUGA,,,,,,WJH,,,,,HD538,-58.3,GB709,-8.04,,,,,,
2957,2958.0,SAGE 4 WJH 2018-06-08,2018-06-08,,Sagehorn,T4/205,Tree,Stem,,4.0,,Oregon white (Garry) oak,QUGA,,,,,,WJH,,,,,HD538,-59.5,GB709,-8.18,,,,,,
2964,2965.0,SAGE T167 WJH 2018-08-08 15:30,2018-08-08,15:30,Sagehorn,T167/208,Tree,Tree core,,167.0,,Oregon white (Garry) oak,QUGA,,,,,,WJH,,,,,HD538,-61.6,GB709,-8.61,,,,,,
2976,2977.0,SAGE #167 WJH 2018-06-08,2018-06-08,,Sagehorn,T167/208,Tree,Stem,,167.0,,Oregon white (Garry) oak,QUGA,,,,,,WJH,,,,,HD538,-58.2,GB709,-7.47,,,,,,
2978,2979.0,SAGE 1 WJH 2018-06-08,2018-06-08,,Sagehorn,T1/207,Tree,Stem,,1.0,,Oregon white (Garry) oak,QUGA,,,,,,WJH,,,,,HD538,-54.9,GB709,-7.46,,,,,,
2986,2987.0,SAGE 5 WJH 2018-06-08,2018-06-08,,Sagehorn,T5/206,Tree,Stem,,5.0,,Oregon white (Garry) oak,QUGA,,,,,,WJH,,,,,HD538,-55.5,GB709,-7.96,,,,,,
2993,2994.0,M1003 11/11/17 12:45 45 cm,2017-11-11,12:45,Sagehorn,"3 m W of T1, sagehorn, under canopy",Soil or rock,Drilled material,Soil,,,,,,0.45,45,,0.1562868094,WJH,unsat. grey light yellow clay rich w. sand,,,,HD538,-39.8,GB709,-6.38,,,,,0.1352,0.0715
3002,3003.0,M1004 11/11/17 12:45 61 cm,2017-11-11,12:45,Sagehorn,"3 m W of T1, sagehorn, under canopy",Soil or rock,Drilled material,Saprolite,,,,,,0.61,61,,0.1239519285,WJH,unsat. clay rich sandy grey blue,,,,HD539,-55.9,GB710,-7.37,,,,,0.1103,0.0707
3003,3004.0,M1002 11/11/17 12:45 30 cm,2017-11-11,,Sagehorn,"3 m W of T1, sagehorn, under canopy",Soil or rock,Drilled material,Soil,,,,,,0.3,30,,0.1429519369,WJH,"denser than at 10 cm, some sand, clayey,unsat",,,,HD539,-41.0,GB710,-4.87,,,,,0.1251,0.0689
3007,3008.0,SAGE 4 2017-11-11 12:53,2017-11-11,12:53,Sagehorn,T4/205,Tree,Stem,,4.0,,Oregon white (Garry) oak,QUGA,,,,,,WJH,,,,,HD539,-49.0,GB710,-5.81,,,,,,
3016,3017.0,M1001 11/11/17 12:45 10 cm,2017-11-11,,Sagehorn,"3 m W of T1, sagehorn, under canopy",Soil or rock,Drilled material,Soil,,,,,,0.1,10,,0.1231450003,WJH,"sandy ,light brown, unsaturated",,,,HD539,-48.6,GB710,-6.93,,,,,0.1096,0.0713
3020,3021.0,M1005 11/11/17 12:45 78 cm,2017-11-11,12:45,Sagehorn,"3 m W of T1, sagehorn, under canopy",Soil or rock,Drilled material,Saprolite,,,,,,0.78,78,,0.1512103848,WJH,"small root, usat, clay rich grey yellow. stopped by a rock 2 cm later",,,,HD539,-57.3,GB710,-8.25,,,,,0.1313,0.0457
3021,3022.0,SAGE 3 2017-11-11 12:45,2017-11-11,12:45,Sagehorn,T3/204,Tree,Stem,,3.0,,Oregon white (Garry) oak,QUGA,,,,,,,,,,,HD539,-51.9,GB710,-7.71,,,,,,
3024,3025.0,SAGE 1 2017-11-11 12:40 WJH,2017-11-11,12:40,Sagehorn,T1/207,Tree,Stem,,1.0,,Oregon white (Garry) oak,QUGA,,,,,,WJH,,,,,HD539,-51.7,GB710,-6.7,,,,,,
3568,3569.0,9/30/18 1700,2018-09-30,17:00,Sagehorn,"Renee's house, Sagehorn",Water,Rain,,,,,,,,,,,,,,,,HD555,-5.3,GB725,-2.57,,,,,,
3591,3592.0,2/2/13 600,2018-02-02,6:00,Sagehorn,"Renee's house, Sagehorn",Water,Rain,,,,,,,,,,,,Assuming 2/2/13 was meant to be 2/2/18,,,,HD555,-89.4,GB725,-12.38,,,,,,
3601,3602.0,1/7/18 530,2018-01-07,5:30,Sagehorn,"Renee's house, Sagehorn",Water,Rain,,,,,,,,,,,,,,,,HD556,-89.613837,GB726,-13.53,,,,,,
